Shooter,X,Y,Z,Weapon
chopper,899.56,-1387.00,-415.97,M4A1
chopper,899.43,-1387.75,-415.97,M4A1
chopper,898.81,-1391.18,-415.97,M4A1
chopper,899.62,-1391.10,-415.97,M4A1
chopper,899.53,-1391.57,-415.97,M4A1
chopper,899.53,-1391.57,-415.97,M4A1
chopper,899.53,-1391.57,-415.97,M4A1
chopper,899.53,-1391.57,-415.97,M4A1
chopper,899.34,-1392.58,-415.97,M4A1
sh1ro,1128.41,-2.91,-415.97,Smoke Grenade
zweih,473.39,-1151.36,-251.97,Smoke Grenade
chopper,896.05,-1409.48,-415.97,M4A1
chopper,897.39,-1406.53,-415.97,M4A1
chopper,897.39,-1406.53,-415.97,M4A1
zont1x,547.84,634.90,-479.97,M4A1
zont1x,547.93,634.91,-479.97,M4A1
zont1x,547.93,634.91,-479.97,M4A1
zont1x,547.93,634.91,-479.97,M4A1
zont1x,547.93,634.91,-479.97,M4A1
zont1x,547.93,634.91,-479.97,M4A1
zont1x,547.93,634.91,-479.97,M4A1
zont1x,547.93,634.91,-479.97,M4A1
zont1x,551.57,633.15,-479.97,M4A1
zont1x,551.53,633.19,-479.97,M4A1
zont1x,552.81,632.54,-479.97,M4A1
zont1x,552.91,632.48,-479.97,M4A1
zont1x,552.96,632.46,-479.97,M4A1
FalleN,-732.89,-1322.14,-366.55,Smoke Grenade
FalleN,-732.89,-1322.14,-364.95,Smoke Grenade
YEKINDAR,824.66,-1868.00,-407.97,AK-47
donk,1480.35,-1030.25,-415.97,AK-47
YEKINDAR,824.66,-1868.00,-407.97,AK-47
donk,1480.92,-1032.58,-415.97,AK-47
YEKINDAR,824.89,-1868.18,-407.97,AK-47
donk,1479.50,-1031.56,-415.97,AK-47
YEKINDAR,825.66,-1868.79,-407.97,AK-47
donk,1477.73,-1030.19,-415.97,AK-47
YEKINDAR,827.01,-1869.87,-407.97,AK-47
donk,1476.14,-1028.96,-415.97,AK-47
YEKINDAR,828.55,-1871.10,-407.97,AK-47
donk,1474.62,-1027.77,-415.97,AK-47
YEKINDAR,830.35,-1872.53,-407.97,AK-47
YEKINDAR,830.12,-1872.34,-407.97,AK-47
YEKINDAR,829.52,-1871.86,-407.97,AK-47
YEKINDAR,828.37,-1870.96,-407.97,AK-47
zont1x,785.47,31.83,-639.97,USP-S
chopper,780.99,-1677.94,-415.97,Smoke Grenade
chopper,897.61,-1657.20,-415.97,M4A1
chopper,905.99,-1666.68,-415.97,M4A1
chopper,914.09,-1679.32,-415.97,M4A1
chopper,921.58,-1695.28,-415.97,M4A1
YEKINDAR,923.32,-1553.06,-415.97,AK-47
chopper,921.72,-1711.92,-415.97,M4A1
zweih,918.26,-727.33,-414.97,AK-47
YEKINDAR,922.31,-1553.76,-415.97,AK-47
chopper,912.69,-1720.44,-415.97,M4A1
zweih,918.18,-726.97,-414.97,AK-47
YEKINDAR,929.02,-1556.67,-415.97,AK-47
chopper,904.90,-1726.55,-415.97,M4A1
zweih,918.18,-726.97,-414.97,AK-47
YEKINDAR,938.80,-1560.88,-415.97,AK-47
chopper,904.82,-1729.30,-415.97,M4A1
zweih,918.15,-726.89,-414.97,AK-47
YEKINDAR,942.85,-1562.24,-415.97,AK-47
chopper,906.75,-1730.21,-415.97,M4A1
YEKINDAR,944.92,-1562.52,-415.97,AK-47
chopper,909.73,-1730.60,-415.97,M4A1
YEKINDAR,947.55,-1562.15,-415.97,AK-47
chopper,912.79,-1730.56,-415.97,M4A1
YEKINDAR,950.06,-1561.08,-415.97,AK-47
chopper,920.05,-1730.25,-415.97,M4A1
zweih,910.95,-707.05,-414.97,AK-47
YEKINDAR,950.87,-1559.14,-415.97,AK-47
chopper,930.10,-1730.57,-415.97,M4A1
YEKINDAR,949.55,-1558.22,-415.97,AK-47
molodoy,287.25,-939.47,-391.97,AK-47
chopper,940.77,-1732.55,-415.97,M4A1
YEKINDAR,951.99,-1558.59,-415.97,AK-47
molodoy,286.77,-936.94,-391.97,AK-47
chopper,952.10,-1739.95,-415.97,M4A1
YEKINDAR,951.09,-1558.52,-415.97,AK-47
molodoy,286.48,-936.04,-391.97,AK-47
chopper,960.43,-1749.34,-415.97,M4A1
YEKINDAR,951.93,-1558.63,-415.97,AK-47
molodoy,286.72,-936.66,-391.97,AK-47
YEKINDAR,949.52,-1558.88,-415.97,AK-47
molodoy,287.11,-937.65,-391.97,AK-47
YEKINDAR,950.56,-1558.69,-415.97,AK-47
molodoy,287.65,-939.07,-391.97,AK-47
YEKINDAR,953.94,-1557.95,-415.97,AK-47
molodoy,288.48,-941.25,-391.97,AK-47
YEKINDAR,950.50,-1558.66,-415.97,AK-47
zweih,861.92,-636.25,-399.97,Incendiary Grenade
molodoy,316.25,-970.83,-391.97,AK-47
zweih,719.34,-462.44,-415.97,AK-47
molodoy,312.77,-968.05,-391.97,AK-47
zweih,722.93,-465.24,-415.97,AK-47
zweih,727.54,-468.91,-415.97,AK-47
zweih,732.49,-472.89,-415.97,AK-47
zweih,738.61,-477.89,-415.97,AK-47
FalleN,823.03,-784.51,-399.97,Tec-9
zweih,883.49,-532.39,-404.44,AK-47
zweih,887.69,-533.21,-413.16,AK-47
KSCERATO,858.10,-1117.47,-415.97,AK-47
zweih,883.02,-531.93,-404.56,AK-47
KSCERATO,861.43,-1113.25,-415.97,AK-47
zweih,872.88,-529.49,-404.92,AK-47
KSCERATO,859.05,-1111.51,-415.97,AK-47
zweih,869.24,-528.96,-405.05,AK-47
KSCERATO,856.23,-1111.11,-415.97,AK-47
KSCERATO,852.34,-1110.89,-415.97,AK-47
FalleN,819.31,-782.32,-399.97,Tec-9
KSCERATO,848.52,-1110.74,-415.97,AK-47
sh1ro,1017.86,-348.15,-127.97,AWP
FalleN,816.80,-782.13,-399.97,Tec-9
sh1ro,1132.10,-370.90,-127.97,HE Grenade
FalleN,783.14,-453.86,-415.97,HE Grenade
sh1ro,1054.68,-332.93,-127.97,Five-SeveN
sh1ro,1044.23,-334.67,-127.97,Five-SeveN
sh1ro,1049.60,-350.19,-127.97,Five-SeveN
sh1ro,960.15,-316.08,-127.97,Five-SeveN
FalleN,715.22,-532.86,-404.11,Galil AR
FalleN,713.18,-534.31,-403.76,Galil AR
sh1ro,934.14,-297.22,-127.97,Five-SeveN
FalleN,714.96,-538.51,-402.74,Galil AR
FalleN,717.09,-541.66,-401.98,Galil AR
sh1ro,934.10,-298.92,-127.97,Five-SeveN
FalleN,717.46,-542.20,-401.85,Galil AR
FalleN,717.46,-542.20,-401.85,Galil AR
sh1ro,936.78,-301.93,-127.97,Five-SeveN
FalleN,717.46,-542.20,-401.85,Galil AR
sh1ro,931.14,-296.98,-127.97,Five-SeveN
FalleN,717.46,-542.20,-401.85,Galil AR
FalleN,717.46,-542.20,-401.85,Galil AR
sh1ro,927.99,-294.26,-127.97,Five-SeveN
FalleN,717.46,-542.20,-401.85,Galil AR
FalleN,717.46,-542.20,-401.85,Galil AR
FalleN,717.46,-542.20,-401.85,Galil AR
FalleN,717.48,-542.21,-401.85,Galil AR
FalleN,719.38,-543.59,-401.51,Galil AR
FalleN,757.13,-565.63,-399.97,Galil AR
zont1x,994.37,-370.57,-127.97,M4A1
FalleN,759.13,-566.09,-399.97,Galil AR
zont1x,988.64,-365.71,-127.97,M4A1
FalleN,757.82,-564.24,-399.97,Galil AR
zont1x,985.32,-362.20,-127.97,M4A1
zont1x,983.25,-359.95,-127.97,M4A1
zont1x,982.58,-359.26,-127.97,M4A1
zont1x,982.99,-359.70,-127.97,M4A1
zont1x,1199.74,-384.63,-127.97,Knife
molodoy,-1703.10,-1093.38,-415.97,Tec-9
molodoy,-1624.15,-1106.31,-415.97,Tec-9
molodoy,-1549.72,-1114.37,-415.97,Tec-9
molodoy,-1419.06,-1108.25,-415.97,Tec-9
molodoy,-1334.78,-1089.98,-415.97,Tec-9
FalleN,-1268.06,-1162.14,-375.33,Smoke Grenade
chopper,1842.98,-528.01,-351.97,Knife
molodoy,-1060.30,-1142.94,-384.95,Smoke Grenade
zont1x,1185.76,-318.74,-415.97,Knife
sh1ro,1700.67,-1109.45,-371.67,Incendiary Grenade
YEKINDAR,-619.56,-1450.94,-415.97,Smoke Grenade
donk,1218.90,-1374.17,-415.97,Knife
KSCERATO,-382.29,-893.68,-415.97,HE Grenade
zweih,1014.52,-406.22,-127.97,Incendiary Grenade
zont1x,794.77,63.89,-415.97,Smoke Grenade
KSCERATO,-187.61,-1106.97,-415.97,Smoke Grenade
chopper,974.66,-376.35,-127.97,Flashbang
zweih,819.02,-667.44,-119.94,HE Grenade
donk,843.06,-1630.37,-415.47,Incendiary Grenade
sh1ro,1312.12,-436.84,-415.97,Five-SeveN
sh1ro,1312.12,-436.84,-415.97,Five-SeveN
sh1ro,1443.38,-724.39,-415.97,HE Grenade
zweih,438.16,-1185.92,-251.97,Smoke Grenade
zont1x,852.50,-170.54,-639.97,P250
donk,815.97,-1552.05,-415.97,HE Grenade
FalleN,-471.94,-961.91,-415.97,HE Grenade
yuurih,-12.63,-1476.25,-40.64,Molotov
YEKINDAR,-221.73,-1206.44,-415.97,Flashbang
molodoy,-6.72,-769.65,-66.39,Molotov
FalleN,-449.81,-970.30,-415.97,Smoke Grenade
sh1ro,1003.76,37.01,-415.32,Smoke Grenade
chopper,701.82,-527.74,-405.34,Incendiary Grenade
YEKINDAR,-73.05,-1250.53,-415.97,Molotov
yuurih,-12.63,-1476.25,-8.52,Flashbang
FalleN,-409.54,-988.94,-415.97,Flashbang
KSCERATO,243.87,-1283.83,-415.47,Galil AR
KSCERATO,256.24,-1288.09,-415.47,Galil AR
molodoy,-6.72,-769.65,-59.03,Flashbang
KSCERATO,267.29,-1283.22,-415.47,Galil AR
KSCERATO,278.15,-1277.57,-415.50,Galil AR
KSCERATO,294.02,-1272.48,-415.97,Galil AR
KSCERATO,311.14,-1266.14,-415.97,Galil AR
KSCERATO,322.33,-1258.55,-415.97,Galil AR
KSCERATO,325.22,-1254.41,-415.97,Galil AR
KSCERATO,332.71,-1250.23,-415.97,Galil AR
KSCERATO,342.20,-1243.80,-415.97,Galil AR
KSCERATO,353.52,-1233.68,-415.97,Galil AR
KSCERATO,364.09,-1223.75,-415.97,Galil AR
yuurih,-12.63,-1476.25,-2.08,Flashbang
KSCERATO,378.57,-1216.07,-415.97,Galil AR
FalleN,-343.62,-1019.46,-415.97,Flashbang
chopper,941.15,-989.36,-415.97,M4A1
KSCERATO,592.09,-1219.50,-415.97,Galil AR
molodoy,-6.72,-769.65,-66.53,Flashbang
chopper,938.53,-1003.38,-415.97,M4A1
KSCERATO,605.70,-1223.37,-415.97,Galil AR
chopper,936.18,-1010.22,-415.97,M4A1
KSCERATO,613.62,-1222.80,-415.97,Galil AR
chopper,933.71,-1018.22,-415.97,M4A1
KSCERATO,615.62,-1219.42,-415.97,Galil AR
chopper,931.68,-1025.09,-415.97,M4A1
KSCERATO,615.12,-1216.30,-415.97,Galil AR
KSCERATO,614.97,-1215.71,-415.97,Galil AR
chopper,929.92,-1031.98,-415.97,M4A1
KSCERATO,614.97,-1215.71,-415.97,Galil AR
chopper,930.28,-1040.01,-414.97,M4A1
KSCERATO,615.49,-1215.42,-415.97,Galil AR
chopper,932.10,-1046.88,-414.97,M4A1
KSCERATO,616.56,-1214.84,-415.97,Galil AR
chopper,935.35,-1054.59,-414.97,M4A1
KSCERATO,617.76,-1214.22,-415.97,Galil AR
chopper,937.05,-1057.87,-414.97,M4A1
KSCERATO,619.59,-1213.32,-415.97,Galil AR
chopper,937.87,-1059.42,-414.97,M4A1
KSCERATO,621.85,-1212.26,-415.97,Galil AR
chopper,937.60,-1061.28,-414.97,M4A1
KSCERATO,624.50,-1210.99,-415.97,Galil AR
KSCERATO,627.00,-1209.74,-415.97,Galil AR
KSCERATO,630.36,-1207.99,-415.97,Galil AR
KSCERATO,634.09,-1205.99,-415.97,Galil AR
sh1ro,1019.87,-366.28,-127.97,AWP
donk,1284.78,-1676.65,-415.97,M4A1
yuurih,209.51,-1534.05,-34.75,Tec-9
donk,1284.81,-1676.39,-415.97,M4A1
donk,1284.55,-1678.41,-415.97,M4A1
sh1ro,1207.61,-471.94,-127.97,Flashbang
donk,772.04,-1727.42,-415.97,M4A1
donk,780.64,-1724.63,-415.97,M4A1
donk,788.35,-1721.97,-415.97,M4A1
donk,796.39,-1719.10,-415.97,M4A1
donk,803.11,-1716.59,-415.97,M4A1
donk,809.79,-1713.99,-415.97,M4A1
donk,815.88,-1711.56,-415.97,M4A1
YEKINDAR,437.74,-1221.55,-415.97,Tec-9
donk,815.91,-1711.57,-415.97,M4A1
YEKINDAR,430.87,-1227.19,-415.97,Tec-9
donk,811.43,-1713.60,-415.97,M4A1
donk,809.57,-1714.44,-415.97,M4A1
YEKINDAR,440.83,-1223.59,-415.97,Tec-9
donk,812.80,-1712.99,-415.97,M4A1
YEKINDAR,460.69,-1223.16,-415.97,Tec-9
donk,820.96,-1709.21,-380.80,M4A1
YEKINDAR,484.20,-1217.63,-415.97,Tec-9
YEKINDAR,494.63,-1218.83,-415.97,Tec-9
YEKINDAR,486.15,-1224.14,-415.97,Tec-9
YEKINDAR,464.18,-1224.03,-415.97,Tec-9
YEKINDAR,443.75,-1228.41,-415.97,Tec-9
zont1x,440.15,-1449.17,-491.03,M4A1
zont1x,440.15,-1448.88,-498.53,M4A1
zont1x,440.15,-1446.59,-515.41,M4A1
zont1x,447.41,-1420.42,-607.97,HE Grenade
donk,873.07,-1680.08,-415.47,M4A1
donk,873.02,-1680.14,-415.47,M4A1
donk,872.59,-1680.51,-415.47,M4A1
donk,866.29,-1681.94,-415.47,M4A1
donk,829.97,-1687.86,-415.97,M4A1
donk,828.30,-1685.35,-415.97,M4A1
donk,825.08,-1690.47,-415.97,M4A1
donk,795.28,-1715.97,-415.97,M4A1
donk,791.41,-1719.79,-415.97,M4A1
YEKINDAR,341.43,-1355.23,-415.97,HE Grenade
sh1ro,1090.23,-349.08,-127.97,AWP
KSCERATO,932.42,-1325.93,-415.97,Smoke Grenade
zont1x,471.66,-1444.55,-607.97,Incendiary Grenade
donk,740.96,-1754.97,-415.97,Smoke Grenade
donk,668.64,-1664.76,-415.97,Flashbang
molodoy,316.07,-1357.00,-415.97,Tec-9
zont1x,465.68,-1375.44,-415.97,M4A1
molodoy,329.88,-1354.83,-415.97,Tec-9
zont1x,471.61,-1355.62,-415.97,M4A1
molodoy,334.62,-1362.36,-415.97,Tec-9
zont1x,480.46,-1339.05,-415.97,M4A1
zont1x,491.10,-1322.12,-415.97,M4A1
molodoy,335.00,-1375.94,-415.97,Tec-9
zont1x,503.57,-1301.11,-415.97,M4A1
molodoy,335.89,-1384.08,-415.97,Tec-9
zont1x,514.15,-1282.92,-415.97,M4A1
molodoy,339.50,-1394.94,-415.97,Tec-9
zont1x,524.12,-1261.09,-415.97,M4A1
zont1x,535.78,-1247.77,-415.97,M4A1
molodoy,346.21,-1408.28,-415.97,Tec-9
zont1x,550.89,-1242.85,-415.97,M4A1
molodoy,357.05,-1421.76,-415.97,Tec-9
molodoy,367.10,-1433.41,-415.97,Tec-9
molodoy,373.21,-1438.87,-415.97,Tec-9
sh1ro,1036.06,-387.76,-127.97,AWP
FalleN,373.10,-734.95,-403.33,Tec-9
FalleN,382.78,-757.23,-391.97,Tec-9
sh1ro,1037.01,-364.83,-127.97,AWP
FalleN,513.59,-691.86,-399.97,Tec-9
donk,656.72,-1725.18,-415.97,M4A1
donk,682.30,-1713.76,-415.97,M4A1
donk,706.64,-1710.82,-415.97,M4A1
donk,730.73,-1702.72,-415.97,M4A1
KSCERATO,715.52,-770.63,-399.97,M4A1
KSCERATO,714.29,-770.83,-399.97,M4A1
KSCERATO,710.17,-770.69,-399.97,M4A1
donk,678.47,-1615.81,-415.97,M4A1
KSCERATO,704.80,-770.49,-399.97,M4A1
sh1ro,847.65,-747.02,-399.97,Five-SeveN
donk,682.51,-1619.23,-415.97,M4A1
KSCERATO,699.70,-770.29,-399.97,M4A1
sh1ro,835.27,-759.77,-399.97,Five-SeveN
KSCERATO,694.70,-770.11,-399.97,M4A1
KSCERATO,691.59,-770.05,-399.97,M4A1
sh1ro,832.06,-764.31,-399.97,Five-SeveN
KSCERATO,688.50,-770.01,-403.45,M4A1
sh1ro,823.80,-783.82,-399.97,Five-SeveN
KSCERATO,684.56,-769.97,-407.39,M4A1
KSCERATO,681.09,-770.65,-410.86,M4A1
sh1ro,806.02,-804.73,-399.97,Five-SeveN
sh1ro,774.56,-832.41,-399.97,Five-SeveN
sh1ro,711.54,-1069.07,-415.97,Five-SeveN
FalleN,462.54,-822.78,-391.97,Tec-9
sh1ro,711.27,-1046.03,-415.97,Five-SeveN
FalleN,462.50,-836.22,-391.97,Tec-9
sh1ro,699.26,-1049.69,-415.97,Five-SeveN
FalleN,459.86,-842.11,-391.97,Tec-9
sh1ro,703.56,-1042.66,-415.97,Five-SeveN
FalleN,458.39,-844.12,-391.97,Tec-9
FalleN,458.70,-843.76,-391.97,Tec-9
sh1ro,717.28,-1025.99,-415.97,Five-SeveN
FalleN,459.31,-843.01,-391.97,Tec-9
sh1ro,730.38,-1008.95,-415.97,Five-SeveN
sh1ro,744.19,-988.78,-415.97,Five-SeveN
